资产名称,地市,区县,行业,本金/万元,利息/万元,担保方式,保证人,押品大类,押品子类,存放地市,区县,抵押品数量（单位）,抵押人,责任项目经理姓名,员工工号,责任项目经理联系方式,备注（资产包名称）
渭南市广播电视中心,渭南市,临渭区,文化、体育和娱乐业,2760,983.14,抵押,,土地使用权,办公用地,渭南市,临渭区,20000平方米,渭南市广播电视中心,潘浩,haopan,029-62220260,农行陕西省分行7户自营不良资产包
咸阳富安果汁有限公司,咸阳市,礼泉县,工业,24979.13,20324.77,抵押+保证,陕西省进出口公司，咸阳古建集团有限公司,居住用房,其他居住用房,咸阳市,礼泉县,6441.45平方米,咸阳富安实业有限公司,潘浩,haopan,029-62220260,农行陕西省分行7户自营不良资产包
咸阳富安果汁有限公司,咸阳市,礼泉县,工业,24979.13,20324.77,抵押+保证,陕西省进出口公司，咸阳古建集团有限公司,土地使用权,工业用地,咸阳市,礼泉县,29983.2平方米,咸阳富安果汁有限公司,潘浩,haopan,029-62220260,农行陕西省分行7户自营不良资产包
咸阳富安果汁有限公司,咸阳市,礼泉县,工业,24979.13,20324.77,抵押+保证,陕西省进出口公司，咸阳古建集团有限公司,土地使用权,工业用地,咸阳市,礼泉县,216683.04平方米,咸阳富安果汁有限公司,潘浩,haopan,029-62220260,农行陕西省分行7户自营不良资产包
咸阳富安果汁有限公司,咸阳市,礼泉县,工业,24979.13,20324.77,抵押+保证,陕西省进出口公司，咸阳古建集团有限公司,在建工程,其他在建工程,咸阳市,礼泉县,35380.22平方米,咸阳富安果汁有限公司,潘浩,haopan,029-62220260,农行陕西省分行7户自营不良资产包
陕西宜佳紫薇商贸贸易商行,西安市,雁塔区,批发和零售业,230,90.72,保证,西安天安制药股份有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安华金科技贸易有限公司,西安市,雁塔区,批发和零售业,4960,8825.29,保证,重庆嘉顿实业股份公司、西安东新生物科技药业股份有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安华阳工贸公司,西安市,雁塔区,批发和零售业,23.1,75.86,保证,华山半导体材料厂（741厂）,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安秦川商业贸易公司,西安市,雁塔区,批发和零售业,41.32,62.7,保证,西安西秦金刚石有限公司、西安市秦川三明工业公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安市北方电子技术公司,西安市,莲湖区,批发和零售业,20.4,62.8,保证,西安市海通原子能应用研究所,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安市融发房地产开发有限公司,西安市,雁塔区,房地产建筑施工,6551.87,7932.69,抵押+保证,深圳金阳保健品发展有限公司,动产,专用设备,西安市,雁塔区,1台（套）,宁夏金阳医药化工有限公司,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安市融发房地产开发有限公司,西安市,雁塔区,房地产建筑施工,6551.87,7932.69,抵押+保证,深圳金阳保健品发展有限公司,商业用房,其他商业用房,西安市,长安区,12728.92平方米,西安市融发房地产开发有限公司,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安市雁塔区华新面粉厂,西安市,雁塔区,批发和零售业,25,38.84,保证,西安市雁塔区华新面粉厂,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安翔宇航空科技股份有限公司,西安市,雁塔区,工业,1699.31,1867.13,抵押,,土地使用权,商业用地,西安市,雁塔区,5346平方米,西安翔宇航空科技股份有限公司,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安翔宇航空科技股份有限公司,西安市,雁塔区,工业,1699.31,1867.13,抵押,,在建工程,其他在建工程,西安市,雁塔区,14503.85平方米,西安翔宇航空科技股份有限公司,赵艳,yanzh,029-62220280,农行不良资产包2016-07
西安欣融科技实业（集团）有限公司,西安市,雁塔区,批发和零售业,6629.36,8709.2,保证,西安亨泰医药日化有限责任公司、西北石化产品经销有限公司、陕西石化产业集团有限公司、西安夏海商贸有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
中国冶金进出口陕西公司,西安市,雁塔区,批发和零售业,697,1221.73,保证,西安中磊进出口有限公司、中国钢铁炉料西北公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行不良资产包2016-07
陕西吉庆科工贸有限公司,西安市,碑林区,批发和零售业,0,3157.9,抵押+保证,西安正信实业集团有限公司,土地使用权,其他用地,西安市,碑林区,1464333.33平方米,陕西金田科技产业开发有限公司,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西农工贸物资药械公司,西安市,未央区,批发和零售业,120,375.18,保证,陕西农工贸（集团）总公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西三秦科技发展（集团）公司,西安市,雁塔区,信息传输、软件和信息技术服务业,896.63,2897.02,保证,西安三环天然气汽车开发有限公司、陕西鹏安环境艺术设计工程有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西省茶叶公司,西安市,莲湖区,批发和零售业,150,517.72,保证,陕西省糖酒果品副食总公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西省供销储运汽车贸易公司,西安市,莲湖区,交通运输、仓储和邮政业,85,251.52,保证,陕西省供销储运总公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西省供销储运综合服务公司,西安市,莲湖区,交通运输、仓储和邮政业,60,150.53,抵押,,土地使用权,其他用地,西安市,莲湖区,7348.2平方米,陕西省供销储运总公司,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西省建筑构件公司建筑安装工程处,西安市,莲湖区,房地产建筑施工,24.8,88.92,保证,陕西建筑构件公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西省土产进出口公司,西安市,莲湖区,批发和零售业,1034.64,2799.8,保证,陕西省畜产进出口公司、陕西华州制药有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西雅大科技开发有限责任公司,西安市,新城区,信息传输、软件和信息技术服务业,1496,3206.7,保证,西安宇华科技实业有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西永桦商贸有限公司,西安市,雁塔区,批发和零售业,0,25.59,保证,西安奇星房地产开发有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西中宇建筑科技有限公司,西安市,碑林区,批发和零售业,31.1,132.96,保证,陕西华航综合建筑发展有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
西安浩威工贸有限责任公司,西安市,碑林区,批发和零售业,0,2168.99,保证,陕西吉庆科工贸有限公司、陕西千层浪房地产开发有限公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
西安秦丰运输有限公司,西安市,莲湖区,交通运输、仓储和邮政业,38,87.91,抵押,,土地使用权,其他用地,西安市,莲湖区,7348.2平方米,陕西省供销储运总公司,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
西安市碑林区飞达自行车经销部,西安市,碑林区,批发和零售业,4,8.2,抵押,,居住用房,普通商品用房,西安市,碑林区,60.3平方米,李顺英、何先超,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
西安市玉华煤炭建材经销部,西安市,未央区,批发和零售业,22.08,78.16,保证,中国航天工业供销西北公司招待所,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托不良资产包2016-10
陕西光华橡胶厂,西安市,长安区,其他,915.6,919.08,保证,陕西省农垦农工商总公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安汽车制动阀厂,西安市,长安区,其他,714.5,1540.63,抵押,,土地使用权,其他用地,西安市,长安区,13226平方米,西安汽车制动阀厂,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安汽车制动阀厂,西安市,长安区,其他,714.5,1540.63,抵押,,动产,专用设备,西安市,长安区,193台（套）,西安汽车制动阀厂,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安秦东皮件厂,西安市,长安区,其他,121.6,239.71,抵押,,工业用房,工业厂房,西安市,长安区,60平方米,西安秦东皮件厂,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安秦东皮件厂,西安市,长安区,其他,121.6,239.71,抵押,,动产,通用设备,西安市,长安区,106台（套）,西安秦东皮件厂,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安秦东皮件厂,西安市,长安区,其他,121.6,239.71,抵押,,动产,轿车,西安市,长安区,1台（套）,西安秦东皮件厂,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安市三华摄录像服务公司,西安市,长安区,文化、体育和娱乐业,110,298.41,抵押,,土地使用权,其他用地,西安市,长安区,33333.33平方米,西安市三华摄录像服务公司,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安市三华摄录像服务公司,西安市,长安区,文化、体育和娱乐业,110,298.41,抵押,,动产,通用设备,西安市,长安区,79台（套）,西安市三华摄录像服务公司,赵艳,yanzh,029-62220280,农行委托资产包2016-08
西安造纸网厂,西安市,长安区,批发和零售业,27.1,40.54,保证,西安可诺实业有限责任公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托资产包2016-08
长安宏达电器厂,西安市,长安区,其他,10.8,21.82,抵押,,土地使用权,商业用地,西安市,长安区,860.112平方米,沈夏良、沈秋良、沈栋良,赵艳,yanzh,029-62220280,农行委托资产包2016-08
长安县机械钻井队,西安市,长安区,居民服务、修理和其他服务业,40.5,104.91,抵押,,动产,专用设备,西安市,长安区,5台（套）,长安县机械钻井队,赵艳,yanzh,029-62220280,农行委托资产包2016-08
长安县引镇自来水厂,西安市,长安区,水利、环境和公共设施管理业,1580,2064.62,保证,西安市朝华物业管理有限责任公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托资产包2016-08
高陵县泾河汽车修配厂,西安市,高陵区,居民服务、修理和其他服务业,44,59.76,抵押,,动产,通用设备,西安市,高陵区,10台（套）,高陵县泾河汽车修配厂,赵艳,yanzh,029-62220280,农行委托资产包2016-13
高陵县自来水厂,西安市,高陵区,水利、环境和公共设施管理业,19.84,20.72,抵押,,工业用房,工业厂房,西安市,高陵区,648.36平方米,高陵县自来水厂,赵艳,yanzh,029-62220280,农行委托资产包2016-13
临潼区鸿门板文物管理所,西安市,临潼区,文化、体育和娱乐业,9,24.15,信用,,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托资产包2016-13
临潼区新丰电力管理站,西安市,临潼区,水利、环境和公共设施管理业,0,0.44,抵押,,工业用房,工业厂房,西安市,临潼区,若干,临潼区新丰电力管理站,赵艳,yanzh,029-62220280,农行委托资产包2016-13
临潼县代王供销合作社第一综合门市部（尹志良）,西安市,临潼区,批发和零售业,1.2,2.34,抵押,,商业用房,商铺、商场,西安市,临潼区,若干,临潼县代王供销合作社第一综合门市部,赵艳,yanzh,029-62220280,农行委托资产包2016-13
临潼县代王镇电力管理站,西安市,临潼区,水利、环境和公共设施管理业,0,0.17,抵押,,动产,通用设备,西安市,临潼区,1台（套）,临潼县代王镇电力管理站,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安临潼华乐学校,西安市,临潼区,教育,0,1.58,抵押,,动产,通用设备,西安市,临潼区,53台（套）,西安临潼华乐学校,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市高墙蔬菜食品有限公司,西安市,高陵区,农、林、牧、渔业,468.5,446.95,抵押,,动产,通用设备,西安市,高陵区,28台（套）,西安市高墙蔬菜食品有限公司,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市高墙蔬菜食品有限公司,西安市,高陵区,农、林、牧、渔业,468.5,446.95,抵押,,工业用房,工业厂房,西安市,高陵区,2792.32平方米,西安市高墙蔬菜食品有限公司,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市临潼区汉兴实业有限公司,西安市,临潼区,其他,815,1245.67,抵押,,动产,通用设备,西安市,临潼区,26台（套）,西安市临潼区汉兴实业有限公司,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市临潼区面粉厂,西安市,临潼区,其他,1197.65,1333.49,抵押+保证,西安市临潼区粮油总公司,动产,通用设备,西安市,临潼区,26台（套）,西安市临潼区面粉厂,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市临潼区面粉厂,西安市,临潼区,其他,1197.65,1333.49,抵押+保证,西安市临潼区粮油总公司,办公用房,办公楼,西安市,临潼区,1幢平方米,西安市临潼区面粉厂,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市阎良区关山纸业厂,西安市,阎良区,批发和零售业,160,403.18,抵押,,动产,通用设备,西安市,阎良区,16台（套）,西安市阎良区关山纸业厂,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市阎良区金刚石工具厂,西安市,阎良区,批发和零售业,16.23,25.55,保证,西安市阎良区深化印刷厂,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市阎良区农业机械管理站,西安市,阎良区,居民服务、修理和其他服务业,28,46.25,抵押+保证,西安市阎良区种子公司,办公用房,办公楼,西安市,阎良区,1255.75平方米,西安市阎良区农业机械管理站,赵艳,yanzh,029-62220280,农行委托资产包2016-13
西安市阎良区生产资料公司,西安市,阎良区,批发和零售业,549,1095.55,抵押+质押+保证,西安市阎良区供销合作社联合社,土地使用权,其他用地,西安市,阎良区,9398.56平方米,西安市阎良区生产资料公司,赵艳,yanzh,029-62220280,农行委托资产包2016-13
泾阳吉元电工集团有限公司,咸阳市,泾阳县,其他,7027,10592.42,抵押+保证,陕西吉元电工股份有限公司,办公用房,办公楼,咸阳市,泾阳县,18210.14平方米,泾阳吉元电工集团有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
泾阳吉元电工集团有限公司,咸阳市,泾阳县,其他,7027,10592.42,抵押+保证,陕西吉元电工股份有限公司,土地使用权,工业用地,咸阳市,泾阳县,62811.1平方米,泾阳吉元电工集团有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
泾阳吉元电工集团有限公司,咸阳市,泾阳县,其他,7027,10592.42,抵押+保证,陕西吉元电工股份有限公司,动产,通用设备,咸阳市,泾阳县,357台（套）,泾阳吉元电工集团有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
礼泉县化工有限实业公司,咸阳市,礼泉县,工业,1251,1193.58,抵押,,动产,通用设备,咸阳市,礼泉县,47台（套）,礼泉县化工有限实业公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
礼泉县化工有限实业公司,咸阳市,礼泉县,工业,1251,1193.58,抵押,,工业用房,工业厂房,咸阳市,礼泉县,5567.16平方米,礼泉县化工有限实业公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
礼泉县跃马有限责任公司,咸阳市,礼泉县,其他,253.68,345.44,抵押,,商业用房,商铺、商场,咸阳市,礼泉县,8285.147平方米,礼泉县跃马有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
礼泉县跃马有限责任公司,咸阳市,礼泉县,其他,253.68,345.44,抵押,,动产,通用设备,咸阳市,礼泉县,169台（套）,礼泉县跃马有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
茂陵博物馆,咸阳市,兴平市,文化、体育和娱乐业,67,53.74,抵押,,商业用房,宾馆酒店,咸阳市,兴平市,596.202平方米,茂陵博物馆,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
眉县水泥厂兴平粉磨站,咸阳市,兴平市,其他,95,844.62,抵押,,工业用房,工业厂房,咸阳市,兴平市,1941.52平方米,眉县水泥厂兴平粉磨站,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原和兴实业有限责任公司,咸阳市,三原县,其他,224.94,349.56,抵押,,工业用房,工业厂房,咸阳市,三原县,3146.92平方米,三原和兴实业有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原和兴实业有限责任公司,咸阳市,三原县,其他,224.94,349.56,抵押,,土地使用权,其他用地,咸阳市,三原县,9719.4平方米,三原和兴实业有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原和兴实业有限责任公司,咸阳市,三原县,其他,224.94,349.56,抵押,,动产,通用设备,咸阳市,三原县,1台（套）,三原和兴实业有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原县城关供销合作社,咸阳市,三原县,批发和零售业,165.88,351.25,抵押,,办公用房,办公楼,咸阳市,三原县,963.67平方米,三原县城关供销合作社,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原县东关批发市场,咸阳市,三原县,批发和零售业,73.6,156.87,抵押,,商业用房,商铺、商场,咸阳市,三原县,768.9平方米,三原县东关批发市场,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
三原县金桥建材厂,咸阳市,三原县,批发和零售业,67,154.55,抵押,,动产,通用设备,咸阳市,三原县,12台（套）,三原县金桥建材厂,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西吉元电工股份有限公司,西安市,未央区,其他,2300,3273.62,抵押,,办公用房,办公楼,西安市,未央区,3670.86平方米,陕西吉元电工股份有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西吉元电工股份有限公司,西安市,未央区,其他,2300,3273.62,抵押,,动产,通用设备,西安市,未央区,80台（套）,陕西吉元电工股份有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西继升橡胶有限责任公司,咸阳市,泾阳县,批发和零售业,2460,574661.03,抵押,,办公用房,办公楼,咸阳市,泾阳县,5631平方米,陕西继升橡胶有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西继升橡胶有限责任公司,咸阳市,泾阳县,批发和零售业,2460,574661.03,抵押,,土地使用权,其他用地,咸阳市,泾阳县,26000平方米,陕西继升橡胶有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西继升橡胶有限责任公司,咸阳市,泾阳县,批发和零售业,2460,574661.03,抵押,,动产,专用设备,咸阳市,泾阳县,1508台（套）,陕西继升橡胶有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西继升橡胶有限责任公司,咸阳市,泾阳县,批发和零售业,2460,574661.03,抵押,,动产,通用设备,咸阳市,泾阳县,3308台（套）,陕西继升橡胶有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西三原兵马俑实业有限责任公司,咸阳市,三原县,其他,704.77,1403.39,抵押,,动产,通用设备,咸阳市,三原县,125台（套）,陕西三原兵马俑实业有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西三原兵马俑实业有限责任公司,咸阳市,三原县,其他,704.77,1403.39,抵押,,土地使用权,其他用地,咸阳市,三原县,21427.05平方米,陕西三原兵马俑实业有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西三原秦桐家具有限责任公司,咸阳市,三原县,批发和零售业,171.5,267.19,抵押,,办公用房,办公楼,咸阳市,三原县,3837.06平方米,陕西三原秦桐家具有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西三原县金桥实业总公司,咸阳市,三原县,其他,992.73,2820.36,抵押,,动产,通用设备,咸阳市,三原县,12台（套）,陕西三原县金桥实业总公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
陕西长城长食品工业有限公司,咸阳市,三原县,住宿和餐饮业,95,126.47,抵押,,动产,通用设备,咸阳市,三原县,86台（套）,陕西长城长食品工业有限公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
西北电管局电力通讯自动化公司三原电力设备厂,咸阳市,三原县,其他,156.86,146.59,抵押,,办公用房,办公楼,咸阳市,三原县,3360.8平方米,西北电管局电力通讯自动化公司三原电力设备厂,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
西北电管局电力通讯自动化公司三原电力设备厂,咸阳市,三原县,其他,156.86,146.59,抵押,,动产,通用设备,咸阳市,三原县,43台（套）,西北电管局电力通讯自动化公司三原电力设备厂,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市宝航微生物工程有限责任公司,咸阳市,兴平市,科学研究和技术服务业,170,184.97,抵押,,工业用房,工业厂房,咸阳市,兴平市,3531.95平方米,兴平市宝航微生物工程有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市宝航微生物工程有限责任公司,咸阳市,兴平市,科学研究和技术服务业,170,184.97,抵押,,动产,通用设备,咸阳市,兴平市,40台（套）,兴平市宝航微生物工程有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市金阳专用面粉有限责任公司,咸阳市,兴平市,其他,1171,1848.1,抵押,,商业用房,商铺、商场,咸阳市,兴平市,2531平方米,兴平市金阳专用面粉有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市金阳专用面粉有限责任公司,咸阳市,兴平市,其他,1171,1848.1,抵押,,动产,通用设备,咸阳市,兴平市,112台（套）,兴平市金阳专用面粉有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市向阳机械厂,咸阳市,兴平市,工业,9,9.88,抵押,,动产,专用设备,咸阳市,兴平市,18台（套）,兴平市向阳机械厂,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市综合贸易公司,咸阳市,兴平市,批发和零售业,587.08,1142.2,抵押,,商业用房,商铺、商场,咸阳市,兴平市,1790.8平方米,兴平市综合贸易公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
兴平市综合贸易公司,咸阳市,兴平市,批发和零售业,587.08,1142.2,抵押,,动产,通用设备,咸阳市,兴平市,16台（套）,兴平市综合贸易公司,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
鱼建斌,咸阳市,渭城区,其他,4.94,2504.37,抵押+保证,咸阳朝阳住宅建设开发有限公司,居住用房,普通商品用房,咸阳市,渭城区,327平方米,鱼建斌,赵艳,yanzh,029-62220280,咸阳农行（泾三礼兴）不良资产包
彬县商贸市场服务中心,咸阳市,彬县,租赁和商务服务业,73.5,40.65,抵押,,土地使用权,商业用地,咸阳市,彬县,14333.33平方米,彬县商贸市场服务中心,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
彬县中医医院,咸阳市,彬县,卫生和社会工作,0,13.16,保证,彬县电力有限责任公司,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
乾县广播电视局,咸阳市,乾县,文化、体育和娱乐业,0,38.8,抵押,,土地使用权,其他用地,咸阳市,乾县,2400平方米,乾县广播电视局,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西金维沙药业有限公司,咸阳市,杨陵区,批发和零售业,240,328.12,抵押,,动产,通用设备,咸阳市,杨陵区,69台（套）,陕西金维沙药业有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西秦川肉牛食品厂,咸阳市,武功县,批发和零售业,2394.5,5327.46,抵押,,动产,专用设备,咸阳市,武功县,150台（套）,陕西省咸阳市冷冻厂,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西秦永沙棘有限公司,咸阳市,永寿县,批发和零售业,146.8,189.29,抵押,,动产,通用设备,咸阳市,永寿县,1台（套）,陕西秦永沙棘有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西秦永沙棘有限公司,咸阳市,永寿县,批发和零售业,146.8,189.29,抵押,,办公用房,办公楼,咸阳市,永寿县,264平方米,陕西秦永沙棘有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西秦永沙棘有限公司,咸阳市,永寿县,批发和零售业,146.8,189.29,抵押,,土地使用权,办公用地,咸阳市,永寿县,4986.67平方米,陕西秦永沙棘有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西秦永沙棘有限公司,咸阳市,永寿县,批发和零售业,146.8,189.29,抵押,,动产,轿车,咸阳市,永寿县,1台（套）,陕西秦永沙棘有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西省咸阳华龙企业集团有限责任公司,咸阳市,武功县,批发和零售业,4621,6888.17,抵押,,土地使用权,商业用地,咸阳市,武功县,108185.8平方米,陕西省咸阳华龙企业集团有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西省咸阳华龙企业集团有限责任公司,咸阳市,武功县,批发和零售业,4621,6888.17,抵押,,办公用房,办公楼,咸阳市,武功县,16800.86平方米,陕西省咸阳华龙企业集团有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
陕西省咸阳华龙企业集团有限责任公司,咸阳市,武功县,批发和零售业,4621,6888.17,抵押,,动产,通用设备,咸阳市,武功县,374台（套）,陕西省咸阳华龙企业集团有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
武功县武功镇供销合作社,咸阳市,武功县,批发和零售业,239.8,952.2,抵押,,工业用房,工业厂房,咸阳市,武功县,580平方米,武功县武功镇供销合作社,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
咸阳秦能电力有限公司,咸阳市,彬县,其他,4400,1963.32,抵押,,动产,通用设备,咸阳市,彬县,987台（套）,咸阳秦能电力有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
咸阳秦能电力有限公司,咸阳市,彬县,其他,4400,1963.32,抵押,,工业用房,工业厂房,咸阳市,彬县,13211.72平方米,咸阳秦能电力有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
咸阳秦能电力有限公司,咸阳市,彬县,其他,4400,1963.32,抵押,,土地使用权,工业用地,咸阳市,彬县,107292平方米,咸阳秦能电力有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
咸阳裕华商贸有限责任公司,咸阳市,秦都区,批发和零售业,1069,1102.21,抵押+保证,陕西永福祥纺织印染有限公司,居住用房,其他居住用房,咸阳市,乾县,228.9平方米,冯增强,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
咸阳裕华商贸有限责任公司,咸阳市,秦都区,批发和零售业,1069,1102.21,抵押+保证,陕西永福祥纺织印染有限公司,动产,通用设备,咸阳市,乾县,80台（套）,咸阳裕邦饮食有限公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
杨凌妙味乳品有限责任公司,咸阳市,杨陵区,批发和零售业,1146.14,1839.44,抵押,,土地使用权,其他用地,咸阳市,杨陵区,995025平方米,杨凌妙味乳品有限责任公司,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
永寿县公路管理站,咸阳市,永寿县,水利、环境和公共设施管理业,11.41,10.4,抵押,,办公用房,办公楼,咸阳市,永寿县,1556.64平方米,永寿县公路管理站,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
